Date,Open,High,Low,Close,Volume (BTC)
2014-06-30,601.95,647.99,598.4,640.79,21938.3061424
2014-07-01,642.26,665.0,636.1,641.34,19408.4925104
2014-07-02,641.35,662.0,640.14,654.61,8406.5206922
2014-07-03,653.5,654.0,636.24,644.0,5822.22707154
2014-07-04,644.0,648.66,629.3,632.11,6661.57816655
2014-07-05,632.58,638.4,627.7,631.88,3071.41658592
2014-07-06,631.59,644.69,630.38,637.38,3423.99742797
2014-07-07,637.76,639.76,616.73,621.45,5581.7237276
2014-07-08,620.31,629.85,617.51,625.36,2633.52329031
2014-07-09,625.11,632.99,620.13,624.47,3451.83303804
2014-07-10,623.24,626.55,608.43,615.84,5265.72445403
2014-07-11,615.84,636.4,615.84,636.0,4243.50707538
2014-07-12,636.2,642.79,630.0,636.31,3924.63833047
2014-07-13,636.7,638.21,626.36,629.49,2662.90113184
2014-07-14,629.6,630.25,616.8,619.17,4206.72740352
2014-07-15,619.15,627.99,618.57,620.8,3856.46998088
2014-07-16,620.11,622.5,611.21,616.48,3489.28163185
2014-07-17,616.48,627.5,613.0,622.51,2888.60303294
2014-07-18,622.52,633.6,616.96,630.8,5082.30546825
2014-07-19,630.8,632.1,625.6,629.3,1205.73020778
2014-07-20,626.77,628.23,620.36,624.0,1267.46511076
2014-07-21,624.0,624.95,616.8,620.01,2269.26070109
2014-07-22,620.0,623.17,617.5,618.54,1715.1683654
2014-07-23,618.56,620.9,616.21,619.0,1218.97662576
2014-07-24,619.0,619.99,591.4,603.98,9491.08704791
2014-07-25,602.43,608.0,592.5,600.47,3966.59695368
2014-07-26,600.6,600.6,589.0,593.82,4782.68158656
2014-07-27,593.9,599.78,590.1,591.55,3012.16007595
2014-07-28,591.5,592.0,572.0,583.5,11443.6555249
2014-07-29,584.86,590.0,577.11,583.0,4189.37036956
2014-07-30,583.04,583.98,561.55,565.99,7353.0731436
2014-07-31,566.0,590.0,561.47,580.0,12006.0063855
2014-08-01,579.49,605.72,579.1,594.6,9475.7257498
2014-08-02,594.6,596.6,585.0,587.6,2552.22852736
2014-08-03,587.61,589.0,578.13,585.71,2765.63063591
2014-08-04,587.0,595.0,581.22,586.6,2981.33807424
2014-08-05,587.21,588.77,579.0,582.94,3861.80868206
2014-08-06,582.94,586.3,574.01,581.36,4059.22123229
2014-08-07,582.87,592.7,576.5,586.8,5960.40511559
2014-08-08,586.82,598.88,586.81,590.6,3293.17389831
2014-08-09,590.61,591.0,584.19,589.98,1530.34759015
2014-08-10,588.61,594.49,583.31,588.61,1871.48402658
2014-08-11,587.97,588.7,567.02,572.51,7910.16581644
2014-08-12,573.32,578.8,562.51,569.54,7128.99393837
2014-08-13,569.52,571.4,525.0,547.3,18291.7762665
2014-08-14,546.25,546.5,451.0,510.98,41053.716927
2014-08-15,509.99,519.5,478.0,496.39,21465.2237661
2014-08-16,496.39,523.11,484.5,519.01,16083.1661205
2014-08-17,519.54,522.43,484.82,497.4,14636.9785741
2014-08-18,497.57,512.3,443.0,467.04,40767.3058226
2014-08-19,467.95,492.61,462.9,487.0,24978.635597
2014-08-20,487.24,521.89,464.0,511.0,30184.616662
2014-08-21,510.61,534.89,510.6,517.47,18019.5515253
2014-08-22,518.24,525.0,503.7,514.13,11590.7031542
2014-08-23,514.42,515.58,491.52,499.5,10062.0299226
2014-08-24,498.85,517.7,495.71,510.82,5627.40932154
2014-08-25,511.41,511.41,497.55,501.76,7322.07082176
2014-08-26,501.49,517.47,497.75,513.34,11257.1654103
2014-08-27,512.3,522.8,508.1,508.35,7706.77971858
2014-08-28,508.3,514.77,503.86,505.87,5016.91555245
2014-08-29,505.87,513.99,498.8,508.52,5130.93451282
2014-08-30,508.34,508.37,495.5,499.15,4190.93654447
2014-08-31,499.08,500.27,471.65,477.81,15267.839238
2014-09-01,477.84,484.9,471.01,472.6,8211.92371453
2014-09-02,472.97,484.0,468.82,475.45,10046.2148966
2014-09-03,475.46,479.9,472.99,474.14,3382.19892702
2014-09-04,474.14,497.24,473.1,489.68,10077.5332426
2014-09-05,489.69,491.42,478.1,481.9,5171.02130471
2014-09-06,480.62,486.9,480.1,482.61,1895.75978614
2014-09-07,483.08,487.1,479.88,479.88,2079.19939255
2014-09-08,479.88,480.9,464.22,471.1,15855.8722468
2014-09-09,471.16,479.7,463.0,473.06,9376.83253671
2014-09-10,473.09,489.99,472.0,478.12,8880.86761476
2014-09-11,478.1,480.6,472.2,477.38,5113.28339769
2014-09-12,477.04,477.98,467.0,474.37,3458.58872914
2014-09-13,474.34,483.93,472.86,478.69,7980.79103499
2014-09-14,478.69,481.56,475.33,476.5,3122.52620508
2014-09-15,477.12,480.3,474.77,474.77,5564.19743466
2014-09-16,474.77,475.5,462.11,466.5,5830.41579281
2014-09-17,466.65,467.75,451.6,458.3,10015.799231
2014-09-18,457.8,458.3,408.8,424.99,40114.6798747
2014-09-19,425.0,431.92,381.5,393.3,33491.4755869
2014-09-20,392.99,426.3,385.5,408.4,30699.1039406
2014-09-21,408.4,414.14,392.23,399.21,19190.6694716
2014-09-22,400.03,411.2,397.67,404.99,9473.62787508
2014-09-23,404.23,447.11,392.15,438.65,38518.7051295
2014-09-24,438.01,440.28,422.0,424.51,14395.1590611
2014-09-25,424.51,426.97,402.33,409.86,15002.5066788
2014-09-26,409.67,415.0,396.2,404.01,10998.8015769
2014-09-27,404.03,409.04,393.2,399.8,6922.75328825
2014-09-28,399.8,402.9,365.0,376.7,19564.4302888
2014-09-29,375.93,386.56,368.0,373.64,21469.5393435
2014-09-30,373.64,398.7,370.0,387.0,16885.4310389
2014-10-01,386.93,391.18,377.0,383.63,10108.8157819
2014-10-02,382.72,385.52,367.8,371.39,11897.9254868
2014-10-03,371.39,376.86,355.0,359.74,21055.6404641
2014-10-04,358.93,367.05,321.5,328.25,38757.3106372
2014-10-05,327.36,346.69,275.0,319.9,84131.2052417
2014-10-06,319.9,346.89,301.0,327.56,56244.013922
2014-10-07,327.59,340.0,317.0,335.97,28419.2906335
2014-10-08,335.97,354.87,323.85,352.9,33148.5438417
2014-10-09,353.0,387.13,347.14,364.0,58819.7826207
2014-10-10,363.98,379.74,351.15,359.1,31262.0904346
2014-10-11,359.1,368.5,351.0,360.66,16673.9009838
2014-10-12,361.01,382.46,351.86,378.05,20912.2328697
2014-10-13,378.05,399.89,368.24,391.2,42724.2213511
2014-10-14,391.5,414.42,391.5,399.0,47243.1005651
2014-10-15,399.0,402.68,384.7,394.2,29541.5188699
2014-10-16,394.2,400.0,370.21,381.6,30085.072724
2014-10-17,381.55,386.8,372.0,382.48,13829.0414432
2014-10-18,381.24,396.0,376.4,390.9,12031.4138083
2014-10-19,390.92,394.5,383.5,388.02,5349.68544154
2014-10-20,388.08,388.25,370.2,380.55,19178.1653995
2014-10-21,380.86,394.0,376.66,384.0,16265.5604014
2014-10-22,384.01,386.7,377.25,378.8,10618.5333266
2014-10-23,378.79,383.6,355.0,357.87,34871.1205018
2014-10-24,357.87,363.1,351.5,356.58,16557.4298018
2014-10-25,356.58,358.88,337.65,344.62,28960.2522612
2014-10-26,344.65,359.9,340.2,353.01,16080.9028203
2014-10-27,353.07,359.47,346.44,349.01,15239.1643553
2014-10-28,349.51,355.44,347.44,352.7,5062.40764434
2014-10-29,352.71,353.78,332.0,333.58,26472.224862
2014-10-30,333.5,351.0,331.0,345.08,56553.9504852
2014-10-31,345.08,347.99,332.14,336.82,19727.1115573
2014-11-01,336.72,339.0,315.54,325.9,24974.9940927
2014-11-02,325.9,329.55,317.7,323.82,10099.4611317
2014-11-03,323.8,334.14,323.8,325.0,15218.5105495
2014-11-04,324.83,331.28,321.0,329.66,18823.3697749
2014-11-05,329.75,342.54,329.75,338.62,26963.2496424
2014-11-06,338.62,354.32,336.32,350.48,24873.4457978
2014-11-07,350.49,354.0,338.1,341.84,18854.393888
2014-11-08,342.04,348.3,341.0,345.0,7334.53186932
2014-11-09,345.01,364.12,343.41,362.61,37906.6380311
2014-11-10,362.6,374.26,356.33,366.07,33065.3365692
2014-11-11,366.17,371.45,360.74,367.65,9279.61672218
2014-11-12,367.66,436.0,367.59,433.56,103874.428563
2014-11-13,432.0,475.0,381.56,417.65,144950.779916
2014-11-14,417.65,425.67,382.22,399.99,59088.7994461
2014-11-15,400.0,410.1,368.0,375.34,43985.6414338
2014-11-16,375.37,399.9,372.5,391.65,24666.2562562
2014-11-17,391.8,413.48,373.0,387.5,47132.7426813
2014-11-18,387.5,393.0,366.46,372.85,37172.752388
2014-11-19,372.89,386.0,368.55,375.26,17154.9649662
2014-11-20,376.73,379.5,352.01,356.77,21885.5100714
2014-11-21,356.59,357.39,340.0,350.46,36251.4746618
2014-11-22,350.11,365.3,349.1,352.81,15563.5713302
2014-11-23,352.44,372.28,351.5,368.25,14133.6076872
2014-11-24,368.0,391.92,363.62,376.05,42068.5101831
2014-11-25,376.06,396.87,375.08,377.02,27198.6343359
2014-11-26,377.0,379.26,365.22,369.99,21003.0826089
2014-11-27,370.0,375.0,368.15,370.0,7049.53362177
2014-11-28,369.99,387.5,355.51,377.43,30530.3131673
2014-11-29,377.79,390.0,371.0,376.28,20412.5057091
2014-11-30,376.07,385.59,373.7,379.89,14311.3745466
2014-12-01,379.67,386.5,377.3,382.0,11947.4151653
2014-12-02,382.0,387.99,379.08,384.5,11192.7890284
2014-12-03,384.67,386.3,372.64,376.0,14324.2107211
2014-12-04,376.24,380.33,367.8,370.99,13242.281198
2014-12-05,370.74,382.51,366.1,378.18,17780.492882
2014-12-06,378.3,381.19,370.11,376.69,9095.07782377
2014-12-07,376.59,379.8,373.01,376.02,4911.27297998
2014-12-08,376.29,378.34,362.11,362.11,18445.056077
2014-12-09,362.1,363.91,343.0,351.99,35819.342129
2014-12-10,352.0,352.5,345.0,345.08,12333.0905763
2014-12-11,345.12,362.99,335.7,348.53,34756.8873945
2014-12-12,348.06,354.9,346.11,352.29,11747.1110543
2014-12-13,352.49,352.49,344.11,346.56,10150.7907967
2014-12-14,346.56,358.0,345.04,353.65,9209.64827544
2014-12-15,353.7,354.6,345.45,346.01,11205.5402306
2014-12-16,346.34,346.93,325.1,325.1,31193.9488857
2014-12-17,325.13,335.0,314.21,318.86,37507.4926257
2014-12-18,319.5,325.0,302.32,311.77,48437.4632486
2014-12-19,311.76,319.97,305.6,318.47,23129.5081042
2014-12-20,318.47,330.0,315.3,329.66,20230.0022758
2014-12-21,329.69,329.73,316.85,320.79,15844.3314854
2014-12-22,321.19,336.85,319.64,332.63,20417.8630257
2014-12-23,332.41,337.79,330.0,335.7,11857.4152485
2014-12-24,335.69,335.93,320.0,322.61,13880.724855
2014-12-25,322.62,323.4,315.5,318.5,7461.24419785
2014-12-26,318.49,332.4,316.17,327.2,14115.5040817
2014-12-27,327.79,330.6,310.0,315.89,17451.1003465
2014-12-28,315.9,319.79,310.08,316.94,9755.01879016
2014-12-29,316.96,320.5,312.51,312.64,8180.84794242
2014-12-30,312.86,315.93,307.1,310.8,10131.5798437
2014-12-31,310.81,322.79,309.39,322.3,11799.3426941
2015-01-01,322.31,322.9,313.81,314.96,5178.76754651
2015-01-02,314.54,316.74,313.28,315.81,3834.54400829
2015-01-03,315.8,315.99,277.5,278.22,47380.8125807
2015-01-04,278.04,288.74,255.03,264.19,81273.8104161
2015-01-05,264.04,280.44,263.75,274.84,50869.734678
2015-01-06,274.85,291.94,272.1,288.43,36115.5902891
2015-01-07,288.36,303.33,284.0,297.99,31046.8941691
2015-01-08,297.89,298.47,282.01,283.21,32664.9816563
2015-01-09,283.99,297.32,280.4,290.51,28829.1587536
2015-01-10,290.58,292.1,275.0,276.03,25031.9546286
2015-01-11,276.01,282.86,265.83,267.27,22815.0246221
2015-01-12,267.54,274.44,266.24,268.75,21418.4799584
2015-01-13,268.6,269.66,219.0,228.07,150459.101948
2015-01-14,228.49,228.49,166.45,182.0,269565.299795
2015-01-15,181.0,230.74,179.05,209.81,184371.653532
2015-01-16,209.81,223.1,197.72,208.5,80331.4651895
2015-01-17,208.52,214.0,192.2,201.09,48910.3651222
2015-01-18,201.08,222.0,194.0,211.03,65571.72956
2015-01-19,210.98,219.95,207.0,216.2,32438.305494
2015-01-20,216.14,219.25,203.7,212.11,52169.9644995
2015-01-21,212.1,230.0,211.0,228.08,57794.8859803
2015-01-22,228.05,242.0,225.29,234.7,57343.0143833
2015-01-23,234.7,236.98,225.13,233.12,40153.1022179
2015-01-24,233.37,249.77,229.03,248.66,40097.0425939
2015-01-25,248.94,259.39,245.0,254.73,54049.081403
2015-01-26,254.72,315.0,254.65,276.01,205992.024679
2015-01-27,276.01,280.37,250.0,265.09,81712.867148
2015-01-28,265.55,269.97,226.35,234.5,87045.9806322
2015-01-29,234.49,239.33,220.0,233.01,60106.9209117
2015-01-30,233.7,243.89,224.22,226.44,51255.891706
2015-01-31,226.45,234.03,213.1,215.8,48931.5109103
2015-02-01,215.91,233.32,211.02,226.92,55663.9559838
2015-02-02,226.86,247.5,222.5,238.99,52340.3435041
2015-02-03,238.86,248.42,222.66,227.96,81380.3036724
2015-02-04,227.81,233.0,220.23,227.78,44325.985832
2015-02-05,227.78,228.8,210.12,216.47,37872.2522445
2015-02-06,216.43,225.88,215.0,222.65,35652.2792293
2015-02-07,222.66,239.78,222.66,228.8,35471.8367737
2015-02-08,228.8,232.9,221.1,223.85,26127.2635473
2015-02-09,224.13,225.98,215.33,220.48,48175.3483569
2015-02-10,220.48,223.88,214.0,220.87,29287.5848441
2015-02-11,220.75,224.4,218.1,219.8,19279.6453424
2015-02-12,219.8,223.2,217.8,222.55,19995.1097513
2015-02-13,222.39,242.5,221.46,236.13,68319.5956594
2015-02-14,235.8,261.3,235.51,257.0,80559.7301742
2015-02-15,257.01,268.54,228.2,235.88,103145.29818
2015-02-16,235.34,243.65,228.62,233.5,47236.5223356
2015-02-17,233.5,246.28,231.5,244.0,40898.7859439
2015-02-18,243.82,244.99,231.01,236.27,39347.7325268
2015-02-19,236.26,243.42,234.97,240.0,23848.0642359
2015-02-20,240.2,248.98,238.95,244.5,31341.12721
2015-02-21,244.51,247.73,243.28,245.54,16187.3669003
2015-02-22,245.53,247.78,232.1,236.5,33576.5010611
2015-02-23,236.5,241.0,232.61,239.4,23852.2713174
2015-02-24,239.33,240.99,236.7,239.73,16615.8145606
2015-02-25,239.95,240.83,235.53,237.99,13529.6277305
2015-02-26,237.98,238.33,233.62,236.93,18687.2468658
2015-02-27,236.93,262.8,236.64,255.05,69855.1332944
2015-02-28,255.06,257.4,251.25,255.7,17286.145574
2015-03-01,255.7,266.91,245.65,262.4,47597.4246682
2015-03-02,262.47,279.61,258.98,277.41,67168.4404979
2015-03-03,277.3,294.0,267.04,283.75,81226.3982969
2015-03-04,283.8,285.99,267.0,273.33,71521.5877659
2015-03-05,272.92,284.99,262.0,277.69,66108.8846339
2015-03-06,277.69,279.75,268.8,273.36,40276.5719699
2015-03-07,273.27,280.76,270.55,276.97,22856.9456037
2015-03-08,276.98,278.68,271.61,275.59,13853.7948903
2015-03-09,275.58,295.0,275.01,291.0,62908.3776801
2015-03-10,291.04,303.96,289.03,292.62,67389.7821945
2015-03-11,292.64,298.75,291.0,296.7,25811.0917904
2015-03-12,296.6,298.8,291.04,295.55,27275.4975594
2015-03-13,295.52,295.91,282.13,283.19,46670.65121
2015-03-14,283.18,287.6,281.36,282.6,23009.6210724
2015-03-15,282.54,287.8,281.59,286.9,13427.520501
2015-03-16,286.71,295.2,286.45,291.22,22313.4246187
2015-03-17,291.24,292.9,281.56,285.25,22235.3698545
2015-03-18,285.11,285.25,248.0,257.21,89923.4157283
2015-03-19,257.2,269.5,246.98,261.98,78451.5371757
2015-03-20,261.7,267.0,259.36,262.19,16197.4779677
2015-03-21,262.18,263.01,255.1,260.47,15082.649219
2015-03-22,260.6,270.8,259.74,268.82,18263.4907552
2015-03-23,268.6,271.5,262.0,267.23,23532.3849302
2015-03-24,267.31,268.4,241.39,246.0,64117.8698715
2015-03-25,246.0,250.95,235.7,246.29,53254.5317815
2015-03-26,246.29,255.0,244.5,249.33,33260.9684126
2015-03-27,249.21,250.45,245.23,246.5,22731.1119358
2015-03-28,246.5,255.96,246.49,252.95,17724.6877324
2015-03-29,252.9,253.01,238.89,242.74,31825.7683493
2015-03-30,242.9,250.98,236.24,247.93,30725.3599198
2015-03-31,247.93,248.8,242.0,244.51,22340.6019467
2015-04-01,244.56,248.71,239.21,246.93,23555.2695753
2015-04-02,247.07,254.94,243.0,253.23,26215.5431042
2015-04-03,253.33,256.49,250.31,254.24,28294.9928171
2015-04-04,254.24,255.7,250.32,253.6,9458.99655888
2015-04-05,253.7,261.25,251.55,260.5,23998.8744946
2015-04-06,260.75,262.45,253.4,255.73,20821.2878821
2015-04-07,255.62,257.9,253.01,253.7,10602.2521199
2015-04-08,253.7,254.99,242.72,244.92,39627.0914263
2015-04-09,244.94,246.79,236.5,243.58,22642.2355531
2015-04-10,243.56,243.74,230.75,236.12,37332.5569562
2015-04-11,236.12,240.58,233.72,236.86,17745.9435584
2015-04-12,236.83,238.7,232.38,236.38,10100.9528618
2015-04-13,236.21,237.7,220.14,224.9,47137.094012
2015-04-14,224.9,225.75,216.37,220.16,40768.8300318
2015-04-15,220.1,224.75,219.01,223.98,24034.5246067
2015-04-16,223.8,230.0,223.01,228.14,28949.2275376
2015-04-17,228.23,228.98,219.58,222.4,27060.8607461
2015-04-18,222.39,224.16,219.94,223.08,11898.008681
2015-04-19,223.23,227.0,222.1,222.16,17571.7854685
2015-04-20,222.28,227.0,221.24,224.21,19932.0480658
2015-04-21,224.21,236.99,224.16,236.96,31768.4230911
2015-04-22,236.18,238.99,232.0,234.14,22065.5891519
2015-04-23,234.35,237.22,233.0,236.01,8848.92120824
2015-04-24,235.82,236.51,228.7,231.38,22481.3834288
2015-04-25,231.21,232.7,225.35,226.01,13390.7287584
2015-04-26,226.1,226.84,213.92,219.7,40909.6564983
2015-04-27,219.73,232.49,218.24,227.13,35237.9739226
2015-04-28,226.91,228.05,222.16,225.3,17189.7187287
2015-04-29,225.3,227.8,222.66,225.23,12204.2370919
2015-04-30,225.56,240.89,224.63,236.11,41361.8577556
2015-05-01,236.18,239.25,231.26,231.78,17016.6398589
2015-05-02,231.75,235.79,231.75,234.81,8932.20058187
2015-05-03,234.76,243.73,233.75,240.57,19159.4783794
2015-05-04,240.69,243.6,236.98,238.54,24658.0932853
2015-05-05,238.68,239.49,231.05,235.87,26115.9077076
2015-05-06,235.85,236.75,226.42,229.27,47524.9971657
2015-05-07,229.04,239.79,227.81,237.3,27216.1271178
2015-05-08,237.3,249.22,236.2,244.5,31065.2996606
2015-05-09,244.52,249.21,240.1,242.54,19372.3110459
2015-05-10,242.53,245.95,238.79,240.73,11933.4066535
2015-05-11,240.8,245.49,238.5,242.46,15989.077249
2015-05-12,242.44,244.67,240.86,241.92,13639.3247039
2015-05-13,242.01,245.0,234.22,235.7,27912.3056392
2015-05-14,235.72,238.39,232.1,236.68,19128.4852997
2015-05-15,236.7,239.0,233.88,237.3,9528.63072937
2015-05-16,237.24,237.58,234.0,235.7,6100.36287139
2015-05-17,235.85,238.24,235.6,236.15,4806.56015574
2015-05-18,236.25,237.25,229.0,232.82,14181.5302039
2015-05-19,232.83,236.76,231.19,231.7,5963.96140137
2015-05-20,231.56,235.24,231.56,234.24,11419.180367
2015-05-21,234.26,236.5,233.9,235.27,10508.6308148
2015-05-22,235.25,241.83,234.59,240.97,22839.3336978
2015-05-23,240.97,241.2,237.54,238.81,8514.03827738
2015-05-24,238.86,242.98,238.52,240.96,7277.27708444
2015-05-25,240.92,241.12,236.1,237.1,8684.72025188
2015-05-26,237.1,238.5,235.26,237.36,8818.48722363
2015-05-27,237.37,239.3,235.0,236.85,9190.00257476
2015-05-28,236.48,237.5,235.85,236.86,5791.2565839
2015-05-29,236.83,237.16,235.02,236.52,6839.5288437
2015-05-30,236.72,236.73,228.2,232.54,14770.9904026
2015-05-31,232.35,232.69,227.0,228.7,11657.2744918
2015-06-01,228.38,230.89,219.71,222.0,31722.4036283
2015-06-02,222.01,226.0,220.97,224.68,16451.1719639
2015-06-03,224.7,227.0,222.26,225.11,17205.3527286
2015-06-04,225.14,225.77,222.64,223.24,11211.433396
2015-06-05,223.24,229.23,222.65,224.51,17603.3349192
2015-06-06,224.7,228.0,223.9,225.66,6830.97598346
2015-06-07,225.69,227.0,222.29,223.26,17255.8954815
2015-06-08,223.29,230.63,223.25,228.76,28828.6623825
2015-06-09,228.79,232.07,227.79,229.06,16389.2326895
2015-06-10,229.06,229.97,227.48,228.6,10773.5126228
2015-06-11,228.61,230.7,228.6,230.0,9540.22374616
2015-06-12,229.99,231.34,229.11,229.55,9752.03407847
2015-06-13,229.51,234.3,228.4,232.87,11058.6270951
2015-06-14,232.86,235.44,232.51,233.54,8262.11109659
2015-06-15,233.5,238.16,233.35,236.98,19153.6613626
2015-06-16,236.97,254.0,236.0,252.17,50864.7083238
2015-06-17,252.19,259.1,246.0,248.95,47481.6399724
2015-06-18,248.96,253.7,243.0,249.51,27557.7940177
2015-06-19,249.38,252.13,243.5,244.58,23929.3557002
2015-06-20,244.56,245.9,240.0,245.38,23906.5002143
2015-06-21,245.38,245.69,241.09,244.25,8170.86177002
2015-06-22,244.25,247.99,243.5,246.67,18508.5265582
2015-06-23,246.69,247.35,242.0,244.25,11550.6436554
2015-06-24,244.19,244.19,239.0,239.8,15567.4440663
2015-06-25,239.75,243.0,239.5,242.05,8703.1761925
2015-06-26,242.15,243.9,240.61,243.29,10163.3707055
2015-06-27,243.29,251.77,242.6,251.61,18134.80647
2015-06-28,251.6,252.06,247.25,248.71,12904.1308524
2015-06-29,248.71,257.74,248.57,256.69,34766.0316297
2015-06-30,256.7,269.0,253.05,262.89,47275.256142
2015-07-01,262.9,264.81,252.77,258.1,21546.0343286
2015-07-02,258.08,262.61,253.0,254.52,17333.6982928
2015-07-03,254.52,256.9,252.11,256.09,11553.1622049
2015-07-04,256.12,262.64,253.57,260.58,9743.30293773
2015-07-05,260.57,275.88,258.0,271.96,47847.8565046
2015-07-06,271.82,278.69,267.33,269.23,56608.3608222
2015-07-07,269.24,271.5,262.61,265.72,22314.5522833
2015-07-08,265.78,274.11,263.0,270.52,35180.2476229
2015-07-09,270.49,274.0,266.22,269.23,24012.1372514
2015-07-10,269.22,296.1,268.58,285.36,89649.0516986
2015-07-11,285.35,299.56,283.46,293.18,38177.4689727
2015-07-12,293.19,316.23,291.81,311.14,61504.919357
2015-07-13,311.14,312.0,281.5,292.65,74168.2658166
2015-07-14,292.6,297.25,286.0,286.83,23541.1863421
2015-07-15,286.87,294.44,283.51,285.42,21732.2983354
2015-07-16,285.42,295.0,275.21,278.94,52863.271368
2015-07-17,278.93,281.55,272.0,279.82,25359.4462727
2015-07-18,279.52,283.33,276.12,277.25,15384.9051982
2015-07-19,277.25,279.18,274.69,275.04,8015.11644591
2015-07-20,275.04,280.5,273.5,280.2,12344.2415505
2015-07-21,280.2,282.1,275.09,275.55,13039.3777523
2015-07-22,275.55,278.39,274.5,277.99,10967.3977903
2015-07-23,277.88,278.44,275.56,276.51,5434.12477348
2015-07-24,276.48,289.93,276.02,288.6,24289.5171357
2015-07-25,288.58,292.35,286.39,289.37,11608.5300555
2015-07-26,289.36,294.57,288.12,293.01,9326.27781654
2015-07-27,293.0,298.74,286.0,294.84,25470.1120775
2015-07-28,294.73,298.93,293.61,295.23,14362.9927035
2015-07-29,295.24,295.68,286.02,289.92,15838.0626616
2015-07-30,289.92,291.0,284.01,288.21,12128.6971334
2015-07-31,288.02,289.85,281.0,284.45,14579.9360617
2015-08-01,284.45,284.99,276.53,280.31,12322.3679102
2015-08-02,280.31,283.44,276.26,282.44,11736.2155571
2015-08-03,282.44,287.05,279.7,281.28,14793.6287321
2015-08-04,281.28,285.94,281.28,285.47,11987.335316
2015-08-05,285.47,285.94,281.49,282.61,7640.2891125
2015-08-06,282.58,282.58,278.0,279.08,10150.433233
2015-08-07,279.08,281.0,276.07,280.19,12684.5003209
2015-08-08,280.04,280.32,260.62,261.34,36971.3231946
2015-08-09,261.34,267.6,260.73,265.58,20876.9722514
2015-08-10,265.69,267.72,262.17,265.1,10783.2602438
2015-08-11,265.09,272.99,264.81,271.96,12654.8738087
2015-08-12,271.97,273.75,265.8,267.1,16300.5060774
2015-08-13,267.09,268.0,263.33,264.47,12871.1827445
2015-08-14,264.47,268.97,262.13,266.09,13583.8672325
2015-08-15,266.32,267.76,260.96,262.2,10401.2034115
2015-08-16,262.04,262.9,256.5,259.9,27230.2661679
2015-08-17,259.9,262.37,257.4,258.49,9940.91939962
2015-08-18,258.5,258.5,162.0,194.52381,81453.0451232
2015-08-19,194.52381,255.08,178.12,226.32,84860.2183444
2015-08-20,226.31,237.94,226.27,235.54,26304.2761822
2015-08-21,235.55,236.43,230.52,232.17,12992.0767456
2015-08-22,232.46,234.71,221.77,230.27,20964.9105437
2015-08-23,230.33,232.88,225.58,228.53,12032.3697935
2015-08-24,228.1,228.69,207.62,210.5,54223.2046931
2015-08-25,210.49,228.77,196.6,222.03,69274.1814432
2015-08-26,222.7,232.38,220.1,226.12,23772.9759536
2015-08-27,226.13,229.5,224.0,225.8,11743.6005854
2015-08-28,225.66,238.9,220.11,231.83,27324.7033684
2015-08-29,232.08,234.03,227.16,230.75,10050.0091962
2015-08-30,230.9,233.96,225.2,229.99,8840.01018786
2015-08-31,229.99,233.69,225.31,231.35,10923.5833991
2015-09-01,231.06,232.39,226.55,228.24,9810.61182733
2015-09-02,228.24,231.89,226.51,229.71,9011.85646725
2015-09-03,229.71,229.96,226.1,227.25,6915.70967104
2015-09-04,227.29,231.66,227.01,230.89,10799.5983152
2015-09-05,230.88,239.76,230.01,235.84,12199.2302943
2015-09-06,235.84,248.48,235.5,240.97,20514.644031
2015-09-07,241.0,243.0,239.03,240.85,6949.44115779
2015-09-08,240.91,247.68,240.27,244.2,16344.6151537
2015-09-09,244.2,245.57,238.38,239.07,15577.9453196
2015-09-10,238.97,242.83,237.01,239.49,10917.7373096
2015-09-11,239.4,242.89,239.39,240.6,7041.89767724
2015-09-12,240.9,241.0,235.33,235.77,9833.24781185
2015-09-13,235.86,236.85,228.95,230.96,12591.828997
2015-09-14,231.11,233.9,228.4,230.89,9565.15571283
2015-09-15,231.07,232.93,229.5,230.93,6838.80060602
2015-09-16,230.91,232.12,227.33,228.99,8901.07462761
2015-09-17,228.99,235.71,228.99,233.61,11251.9009232
2015-09-18,233.65,236.26,232.52,233.78,8674.92224092
2015-09-19,233.79,234.19,231.4,232.09,4969.653817
2015-09-20,232.01,233.38,231.4,232.12,3471.50489893
2015-09-21,232.11,232.97,226.38,227.22,9804.99836611
2015-09-22,227.25,233.95,224.25,231.11,18854.9366088
2015-09-23,231.43,233.0,230.03,230.54,5720.27547465
2015-09-24,230.57,236.25,230.54,234.65,15377.2409667
2015-09-25,234.65,237.7,233.05,235.26,9861.4277771
2015-09-26,235.39,235.95,233.75,234.63,4796.04811748
2015-09-27,234.63,234.78,233.0,233.37,2592.00155383
2015-09-28,233.37,241.44,233.37,240.43,12488.22016
2015-09-29,240.43,241.5,236.61,236.8,9459.77890536
2015-09-30,236.9,238.78,235.11,236.49,5152.91520089
2015-10-01,236.72,240.09,236.19,238.48,6107.43096947
2015-10-02,238.25,240.0,237.33,237.86,5607.98936459
2015-10-03,237.84,241.11,237.68,239.79,6221.0973625
2015-10-04,239.73,240.93,239.29,239.5,2081.94241537
2015-10-05,239.47,242.89,236.24,242.0,12198.9370203
2015-10-06,242.01,249.01,241.51,247.36,16277.3495449
2015-10-07,247.35,247.93,243.5,244.0,8806.62652877
2015-10-08,244.0,245.65,242.62,243.0,6046.70528354
2015-10-09,242.99,245.45,242.63,244.82,3572.48926215
